日期Date,指数代码Index Code,指数名称Index Name,指数英文名称Index Name(Eng.),成分券代码Constituent Code,成分券名称Constituent Name,成分券英文名称Constituent Name(Eng.),交易所Exchange
2019-08-08,000906,中证800,CSI 800,300113,顺网科技,Hangzhou Shunwang Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300115,长盈精密,Shenzhen Evenwin Precision Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300122,智飞生物,Chongqing Zhifei Biological Products Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300124,汇川技术,Shenzhen Inovance Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300133,华策影视,Zhejiang Huace Film & TV Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300134,大富科技,Shenzhen Tat Fook Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300136,信维通信,Shenzhen Sunway Communication Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300142,沃森生物,Walvax Biotechnology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300144,宋城演艺,"SONGCHENG PERFORMANCE DEVELOPMENT CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,300159,新研股份,Xinjiang Machinery Research Institute Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300166,东方国信,"Beijing Orient National Communication Science and Technology Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300168,万达信息,Wonders Information Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300182,捷成股份,Beijing Jetsen Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300197,铁汉生态,Shenzhen Techand Ecology & Environment Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300199,翰宇药业,Hybio Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300207,欣旺达,Sunwoda Electronic Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300244,迪安诊断,Zhejiang D.A. Diagnostics Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300251,光线传媒,Beijing Enlight Media Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300253,卫宁健康,"Winning Health Technology Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300257,开山股份,Zhejiang Kaishan Compressor Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300266,兴源环境,"Xingyuan Environment Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300274,阳光电源,Sungrow Power Supply Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300287,飞利信,"Beijing Philisense Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300296,利亚德,"Leyard Optoelectronic Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300297,蓝盾股份,"BLUEDON INFORMATION SECURITY TECHNOLOGY Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300308,中际旭创,"ZHONGJI INNOLIGHT CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,300315,掌趣科技,"OURPALM CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,300316,晶盛机电,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300324,旋极信息,"Beijing Watertek Information Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300376,易事特,"East Group Co.,Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,300383,光环新网,"Beijing Sinnet Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300408,三环集团,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",SHZ
2019-08-08,000906,中证800,CSI 800,300413,芒果超媒,"Mango Excellent Media Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300418,昆仑万维,"Beijing Kunlun Tech Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300433,蓝思科技,"Lens Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300450,先导智能,"WUXI LEAD INTELLIGENT EQUIPMENT CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,300459,金科文化,"Zhejiang Jinke Culture Industry Co., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,300498,温氏股份,"GUANGDONGWENSFOODSTUFFGROUPCO.,LTD",SHZ
